"mean.AL_Ank_X"	"var.AL_Ank_X"	"max.AL_Ank_X"	"min.AL_Ank_X"	"quarlite.AL_Ank_X70"	"quarlite.AL_Ank_X80"	"quarlite.AL_Ank_X90"	"mean.AL_Ank_Y"	"var.AL_Ank_Y"	"max.AL_Ank_Y"	"min.AL_Ank_Y"	"quarlite.AL_Ank_Y70"	"quarlite.AL_Ank_Y80"	"quarlite.AL_Ank_Y90"	"mean.AL_Ank_Z"	"var.AL_Ank_Z"	"max.AL_Ank_Z"	"min.AL_Ank_Z"	"quarlite.AL_Ank_Z70"	"quarlite.AL_Ank_Z80"	"quarlite.AL_Ank_Z90"	"corri.AL_Ank_XY"	"corri.AL_Ank_XZ"	"corri.AL_Ank_YZ"	"mean.AL_hip_X"	"var.AL_hip_X"	"max.AL_hip_X"	"min.AL_hip_X"	"quarlite.AL_hip_X70"	"quarlite.AL_hip_X80"	"quarlite.AL_hip_X90"	"mean.AL_hip_Y"	"var.AL_hip_Y"	"max.AL_hip_Y"	"min.AL_hip_Y"	"quarlite.AL_hip_Y70"	"quarlite.AL_hip_Y80"	"quarlite.AL_hip_Y90"	"mean.AL_hip_Z"	"var.AL_hip_Z"	"max.AL_hip_Z"	"min.AL_hip_Ank_Z"	"quarlite.AL_hip_Z70"	"quarlite.AL_hip_Z80"	"quarlite.AL_hip_Z90"	"corri.AL_Hip_XY"	"corri.AL_Hip_XZ"	"corri.AL_Hip_YZ"	"mean.AL_LW_X"	"var.AL_LW_X"	"max.AL_LW_X"	"min.AL_LW_X"	"quarlite.AL_LW_X70"	"quarlite.AL_LW_X80"	"quarlite.AL_LW_X90"	"mean.AL_LW_Y"	"var.AL_LW_Y"	"max.AL_LW_Y"	"min.AL_LW_Y"	"quarlite.AL_LW_Y70"	"quarlite.AL_LW_Y80"	"quarlite.AL_LW_Y90"	"mean.AL_LW_Z"	"var.AL_LW_Z"	"max.AL_LW_Z"	"min.AL_LW_Z"	"quarlite.AL_LW_Z70"	"quarlite.AL_LW_Z80"	"quarlite.AL_LW_Z90"	"corri.AL_LW_XY"	"corri.AL_LW_XZ"	"corri.AL_LW_YZ"	"mean.AL_RW_X"	"var.AL_RW_X"	"max.AL_RW_X"	"min.AL_RW_X"	"quarlite.AL_RW_X70"	"quarlite.AL_RW_X80"	"quarlite.AL_RW_X90"	"mean.AL_RW_Y"	"var.AL_RW_Y"	"max.AL_RW_Y"	"min.AL_RW_Y"	"quarlite.AL_RW_Y70"	"quarlite.AL_RW_Y80"	"quarlite.AL_RW_Y90"	"mean.AL_RW_Z"	"var.AL_RW_Z"	"max.AL_RW_Z"	"min.AL_RW_Z"	"quarlite.AL_RW_Z70"	"quarlite.AL_RW_Z80"	"quarlite.AL_RW_Z90"	"corri.AL_RW_XY"	"corri.AL_RW_XZ"	"corri.AL_RW_YZ"	"Sex"	"Age"	"Ht"	"Wt"	"COS.Intensity"
-0.956803889	0.000295555	-0.832	-1.066	-0.949	-0.945	-0.945	-0.226508333	0.001393183	-0.18	-0.328	-0.203	-0.203	-0.199	-0.208466667	0.032613688	0.203	-0.352	-0.293	0.023	0.113	0.630003011	-0.586148973	-0.953815611	0.912826111	3.1e-05	0.934	0.887	0.914	0.918	0.918	0.193073333	2.57e-05	0.211	0.172	0.195	0.195	0.199	0.394989444	5e-05	0.414	0.371	0.398	0.402	0.402	0.105725473	-0.507523783	-0.156442684	-0.00116	9.66e-06	0.008	-0.016	0	0	0.004	0.955657778	1.81e-05	0.965	0.945	0.957	0.961	0.961	0.17509	2.93e-05	0.191	0.164	0.18	0.18	0.1804	0.121721138	0.005015719	-0.440217639	0.132468889	1.16e-05	0.141	0.121	0.133	0.137	0.137	0.973548889	1.6e-05	0.988	0.965	0.977	0.977	0.9773	0.973548889	1.6e-05	0.988	0.965	0.973548889	0.977	0.9773	0.098024451	0.057197071	-0.301387406	"Male"	56	74	207.6	"SED"
0.042667222	0.233115394	2.668	-1.715	0.234	0.3168	0.4144	-0.863336111	0.092802104	0.109	-2.676	-0.852	-0.699	-0.316	-0.373015	0.096507535	1.109	-2.113	-0.3618	-0.168	0.02	-0.4396075	-0.681884913	0.324325349	0.118660556	0.132955527	0.973	-0.703	0.246	0.285	0.719	0.843271667	0.073457442	1.535	-0.012	0.973	0.98	1.02	0.155362778	0.036900715	0.805	-0.254	0.176	0.289	0.3953	-0.560955457	0.613250898	-0.574070313	-0.440101667	0.227828567	0.234	-1.43	0.016	0.043	0.055	0.330107222	0.127800006	1.453	-0.77	0.516	0.582	0.719	0.409273333	0.162910574	1.082	-0.543	0.813	0.816	0.84	0.719989545	0.853984838	0.595251174	0.452666667	0.219616849	1.566	-0.184	0.859	0.945	1.059	0.554903333	0.11365046	1.621	-0.641	0.73	0.8208	0.973	0.554903333	0.11365046	1.621	-0.641	0.554903333	0.8208	0.973	-0.748569145	-0.684216203	0.441073438	"Male"	56	74	207.6	"LPA"
0.397516667	9.29e-05	0.527	0.316	0.398	0.402	0.402	-0.821508889	0.003281228	-0.332	-1.375	-0.82	-0.816	-0.813	-0.479755556	0.000175479	-0.367	-0.566	-0.477	-0.473	-0.469	0.58889188	0.759447581	0.486215676	0.197067222	0.00025897	0.273	0.152	0.199	0.203	0.207	0.959048333	4.32e-05	0.988	0.922	0.961	0.965	0.969	0.133866667	0.000372798	0.18	0.07	0.145	0.148	0.156	-0.278182984	0.010167054	-0.502870302	-0.122101667	0.005217637	0.348	-0.5	-0.121	-0.113	-0.063	0.357222222	0.008627584	1.148	-0.063	0.363	0.371	0.387	0.881751667	0.002858309	1.129	0.535	0.891	0.898	0.922	0.375426869	-0.356052385	-0.689716814	0.072358333	0.001558776	0.254	-0.098	0.082	0.086	0.102	0.507173333	0.003786686	0.863	0.313	0.508	0.516	0.543	0.507173333	0.003786686	0.863	0.313	0.507173333	0.516	0.543	-0.346900506	0.391124136	-0.752097304	"Male"	56	74	207.6	"SED"
0.413755	0.00748956	1.32	-1.75	0.453	0.461	0.465	-0.809972222	0.003135113	-0.273	-1.828	-0.785	-0.77	-0.766	-0.480208333	0.002392864	0.207	-1.441	-0.473	-0.469	-0.469	0.728764476	-0.479322606	-0.419173881	0.227529444	0.003931435	0.375	0.047	0.305	0.313	0.316	0.948028333	0.000455038	1.031	0.871	0.961	0.965	0.969	0.159596667	0.00177619	0.289	0.039	0.184	0.211	0.223	-0.894721322	0.921464819	-0.894217543	-0.082367222	0.001029523	0.027	-0.305	-0.066	-0.059	-0.055	0.212506111	0.003487101	0.566	-0.117	0.227	0.234	0.27	0.939463333	0.000929994	1.258	0.734	0.953	0.953	0.957	-0.58493737	0.556016162	-0.71169641	0.064001111	0.000394003	0.145	-0.008	0.074	0.078	0.086	0.502452778	0.000336653	0.637	0.414	0.512	0.516	0.523	0.502452778	0.000336653	0.637	0.414	0.502452778	0.516	0.523	0.59402276	-0.383531467	-0.586425472	"Male"	56	74	207.6	"SED"
0.461588889	1.21e-05	0.473	0.453	0.461	0.465	0.465	-0.767938889	1.49e-05	-0.754	-0.789	-0.766	-0.766	-0.762	-0.496155556	6.86e-06	-0.484	-0.508	-0.496	-0.496	-0.492	0.166262231	0.099817679	0.001161652	0.282952778	2.64e-05	0.297	0.246	0.285	0.285	0.289	0.926691111	2.29e-05	0.941	0.91	0.93	0.93	0.934	0.221908333	0.00012387	0.273	0.191	0.23	0.23	0.234	-0.063682693	0.160077405	-0.589944375	-0.05681	0.000484848	0.293	-0.352	-0.055	-0.051	-0.043	0.142146111	0.000769578	0.391	-0.059	0.148	0.148	0.156	0.957281667	0.00057318	1.504	0.73	0.961	0.961	0.965	-0.215890352	0.346896888	-0.253992934	0.038022778	0.000183262	0.133	-0.055	0.043	0.047	0.055	0.493463333	0.000275038	0.676	0.375	0.5	0.5	0.508	0.493463333	0.000275038	0.676	0.375	0.493463333	0.5	0.508	0.313483487	0.159176667	-0.408796984	"Male"	56	74	207.6	"SED"
0.459552222	1.26e-05	0.484	0.438	0.461	0.461	0.465	-0.773567222	7.2e-05	-0.719	-0.875	-0.77	-0.766	-0.766	-0.49091	2.91e-05	-0.465	-0.512	-0.488	-0.484	-0.484	0.155232951	0.064649983	-0.273017861	0.288206667	2.54e-05	0.313	0.273	0.289	0.293	0.293	0.925656667	2.1e-05	0.941	0.914	0.926	0.93	0.93	0.218118333	0.000113621	0.242	0.188	0.227	0.23	0.23	-0.195618316	0.284561097	-0.548398665	-0.047692222	0.000247518	0.066	-0.203	-0.043	-0.039	-0.031	0.136040556	0.000463519	0.273	0.055	0.145	0.148	0.16	0.959704444	0.000125065	1.016	0.863	0.961	0.965	0.969	-0.49886981	0.349573893	-0.635099853	0.024576667	0.000406989	0.207	-0.102	0.031	0.035	0.039	0.496522222	0.000802822	0.723	0.281	0.504	0.508	0.52	0.496522222	0.000802822	0.723	0.281	0.496522222	0.508	0.52	0.321238448	0.240816277	-0.405069893	"Male"	56	74	207.6	"SED"
0.458191667	1.29e-05	0.48	0.441	0.461	0.461	0.461	-0.775919444	5.7e-05	-0.727	-0.824	-0.773	-0.77	-0.766	-0.489663333	8.71e-05	-0.469	-0.52	-0.484	-0.48	-0.477	-0.207734253	0.373803474	-0.65338028	0.288750556	2.23e-05	0.305	0.262	0.289	0.293	0.293	0.931930556	2.53e-05	0.949	0.918	0.934	0.938	0.938	0.188570556	0.000168369	0.219	0.156	0.195	0.203	0.207	-0.205949921	0.368028852	-0.670224108	-0.046533889	0.000161018	0.063	-0.141	-0.043	-0.039	-0.035	0.132418889	0.0004077	0.246	0.059	0.141	0.145	0.152	0.960278333	8e-05	1.004	0.879	0.965	0.965	0.969	-0.433171088	0.349798673	-0.642776014	0.015694444	0.000262716	0.105	-0.063	0.02	0.027	0.031	0.495225556	0.000338405	0.629	0.375	0.5	0.504	0.512	0.495225556	0.000338405	0.629	0.375	0.495225556	0.504	0.512	0.358127001	0.183939776	-0.295864496	"Male"	56	74	207.6	"SED"
0.469885556	8.75e-05	0.5	0.445	0.477	0.48	0.48	-0.771736111	2.42e-05	-0.754	-0.805	-0.77	-0.766	-0.766	-0.484061667	8.88e-05	-0.441	-0.5	-0.48	-0.477	-0.473	0.038938845	0.825854798	-0.123833763	0.292258889	0.000108966	0.332	0.254	0.297	0.301	0.305	0.935571667	5.14e-05	0.953	0.895	0.938	0.941	0.945	0.165845556	0.000487042	0.262	0.105	0.176	0.18	0.188	-0.353289504	0.331854226	-0.725196028	-0.027971111	0.003103353	0.293	-0.453	0	0.016	0.023	0.442304444	0.013691546	0.852	-0.324	0.484	0.508	0.535	0.849055	0.002713098	1.211	0.578	0.855	0.863	0.91	0.353207968	-0.443734436	-0.868157877	-0.005463333	0.000137183	0.059	-0.039	0	0.004	0.008	0.485605556	0.000134048	0.539	0.449	0.492	0.496	0.5	0.485605556	0.000134048	0.539	0.449	0.485605556	0.496	0.5	0.290663843	-0.153598823	-0.721729084	"Male"	56	74	207.6	"SED"
0.478436667	1.18e-05	0.488	0.457	0.48	0.48	0.484	-0.770986111	1.3e-05	-0.758	-0.785	-0.77	-0.77	-0.766	-0.477692778	2.69e-05	-0.465	-0.496	-0.477	-0.473	-0.473	0.015973895	0.463508829	-0.261663758	0.278586667	5.01e-05	0.313	0.254	0.285	0.285	0.285	0.938183889	2.28e-05	0.953	0.922	0.941	0.941	0.945	0.173472778	8.93e-05	0.207	0.145	0.176	0.18	0.184	-0.21836657	0.402029274	-0.532213044	-0.012595	0.001695249	0.254	-0.242	0.02	0.023	0.027	0.277575	0.029376396	0.859	0.023	0.473	0.477	0.48	0.910126667	0.00415174	1.242	0.547	0.961	0.961	0.965	0.668720442	-0.773092257	-0.921787658	-0.007932222	0.00019062	0.094	-0.094	-0.004	0	0.004	0.455994444	0.000503719	0.578	0.305	0.469	0.469	0.473	0.455994444	0.000503719	0.578	0.305	0.455994444	0.469	0.473	0.255812093	0.266890347	-0.430766392	"Male"	56	74	207.6	"SED"
0.47441	1.31e-05	0.5	0.453	0.477	0.477	0.477	-0.776289444	2.46e-05	-0.758	-0.801	-0.773	-0.773	-0.77	-0.474332778	1.53e-05	-0.457	-0.488	-0.473	-0.469	-0.469	0.156661931	0.022440009	-0.11666842	0.275896667	2.3e-05	0.285	0.258	0.277	0.281	0.281	0.940691667	1.61e-05	0.953	0.93	0.941	0.945	0.945	0.164951111	9.97e-05	0.188	0.141	0.172	0.176	0.176	-0.111709129	0.398347758	-0.531753745	-0.032350556	0.000153927	0.051	-0.113	-0.027	-0.027	-0.023	0.100758333	0.000402152	0.242	0.023	0.109	0.113	0.117	0.96593	0.000100733	1.023	0.863	0.969	0.969	0.977	-0.511479349	0.429499956	-0.703558717	-0.015945	0.000225207	0.063	-0.098	-0.012	-0.008	0	0.449891111	0.000337638	0.559	0.363	0.457	0.461	0.469	0.449891111	0.000337638	0.559	0.363	0.449891111	0.461	0.469	0.33145714	0.143283699	-0.3447334	"Male"	56	74	207.6	"LPA"
0.46999	3.25e-05	0.492	0.43	0.473	0.473	0.477	-0.782392222	0.000332515	-0.746	-0.938	-0.777	-0.773	-0.77	-0.466388889	0.001360946	-0.234	-0.492	-0.469	-0.469	-0.465	0.283415034	-0.135147494	-0.84229868	0.28892	0.000345258	0.395	0.258	0.289	0.289	0.297	0.937008333	7.82e-05	0.957	0.887	0.941	0.941	0.945	0.161723333	0.000203922	0.215	0.133	0.168	0.168	0.18	-0.813616846	0.722236421	-0.778883866	-0.036798889	0.00039713	0.109	-0.23	-0.031	-0.027	-0.023	0.100483333	0.000834082	0.426	-0.051	0.109	0.113	0.125	0.965836667	0.000163184	1.063	0.844	0.969	0.973	0.977	-0.520374378	0.260131247	-0.628254514	-0.025825	0.000447722	0.18	-0.172	-0.02	-0.016	-0.008	0.447641667	0.00052816	0.625	0.309	0.453	0.461	0.469	0.447641667	0.00052816	0.625	0.309	0.447641667	0.461	0.469	0.392453669	0.350732435	-0.178602107	"Male"	56	74	207.6	"SED"
0.440461667	5.9e-05	0.504	0.418	0.445	0.445	0.449	-0.849782778	0.00010981	-0.793	-0.918	-0.848	-0.844	-0.836	-0.37406	9.01e-05	-0.293	-0.418	-0.371	-0.367	-0.363	0.499990203	-0.076776079	-0.228383937	0.329080556	3.82e-05	0.348	0.309	0.332	0.336	0.336	0.922464444	1.35e-05	0.938	0.91	0.922	0.926	0.926	0.173895556	5.57e-05	0.191	0.148	0.18	0.18	0.18	-0.184687003	0.366857478	-0.366819579	-0.046973333	0.000357794	0.07	-0.188	-0.043	-0.039	-0.031	0.105128333	0.00077043	0.348	-0.012	0.109	0.117	0.129	0.964523889	0.000217514	1.039	0.816	0.969	0.969	0.977	-0.528803913	0.444248797	-0.760825619	-0.024401667	0.000425484	0.102	-0.129	-0.02	-0.016	-0.004	0.452192222	0.000607558	0.598	0.348	0.461	0.465	0.4773	0.452192222	0.000607558	0.598	0.348	0.452192222	0.465	0.4773	0.407431915	0.177444256	-0.331617885	"Male"	56	74	207.6	"LPA"
0.139141111	0.039656984	4.574	-0.891	0.086	0.094	0.445	-0.962808889	0.009431213	-0.059	-1.922	-0.988	-0.9832	-0.836	-0.329836667	0.01248787	0.859	-1.883	-0.293	-0.293	-0.293	0.211126595	-0.425366895	-0.314040042	-0.073791111	0.020395279	0.371	-0.602	-0.086	-0.086	0.148	0.951202778	0.001745281	1.242	0.672	0.961	0.961	0.965	0.126986667	0.004338706	0.375	-0.234	0.141	0.145	0.156	0.192848472	0.542577658	0.327503255	-0.910280556	0.056086255	0.371	-1.184	-0.984	-0.98	-0.7536	0.112451667	0.015348612	0.652	-0.035	0.082	0.09	0.2858	0.121837778	0.053847384	1.199	-0.008	0.051	0.066	0.4344	0.630908108	0.93185427	0.728300375	0.864446667	0.096680347	1.289	-0.391	0.992	0.992	0.996	0.195388889	0.026128646	0.938	-0.324	0.164	0.176	0.449	0.195388889	0.026128646	0.938	-0.324	0.195388889	0.176	0.449	-0.782243732	-0.943519037	0.843806529	"Male"	56	74	207.6	"SED"
0.090305	0.000423706	0.18	0.051	0.09	0.098	0.109	-0.983713333	4.31e-05	-0.953	-1.004	-0.984	-0.98	-0.977	-0.315629444	0.000179761	-0.289	-0.379	-0.305	-0.301	-0.297	0.804276755	-0.525168714	-0.731763876	-0.072362222	8.31e-05	-0.035	-0.098	-0.066	-0.063	-0.059	0.964015556	2.73e-05	0.977	0.949	0.965	0.969	0.969	0.123461111	0.000524425	0.191	0.074	0.137	0.141	0.145	0.39005879	-0.246109741	-0.634087401	-0.9884	1.61e-05	-0.969	-1.008	-0.988	-0.984	-0.984	0.091346111	7.33e-05	0.125	0.059	0.094	0.098	0.102	-0.0118	0.000574273	0.066	-0.051	-0.004	0.016	0.027	0.133213076	0.069888217	-0.28067498	0.990176111	2.83e-05	1.012	0.969	0.992	0.996	0.996	0.151471111	0.000165572	0.195	0.086	0.16	0.164	0.164	0.151471111	0.000165572	0.195	0.086	0.151471111	0.164	0.164	-0.256933812	-0.132599215	-0.037251867	"Male"	56	74	207.6	"SED"
0.00897	0.019295607	0.793	-1.25	0.094	0.102	0.109	-0.92728	0.006830867	-0.152	-1.789	-0.863	-0.859	-0.855	-0.459072222	0.026533997	0.633	-1.641	-0.324	-0.324	-0.32	-0.435826194	0.465628247	-0.768045975	0.033215556	0.034294635	0.309	-0.637	0.207	0.215	0.227	0.956754444	0.003346076	1.477	0.641	0.969	0.969	0.977	0.026516111	0.009290822	0.395	-0.195	0.102	0.105	0.105	0.333426803	-0.486824706	0.081001885	-0.509675	0.245225351	0.543	-1.246	-0.035	-0.016	0.098	0.433677778	0.149655604	2.016	-0.273	0.82	0.852	0.8794	0.227367778	0.090116031	2.035	-0.414	0.449	0.48	0.543	0.894619976	0.839589582	0.702210969	0.627265556	0.167880326	1.242	-0.246	0.992	0.992	0.996	0.380185556	0.073754298	1.172	-0.246	0.629	0.637	0.68	0.380185556	0.073754298	1.172	-0.246	0.380185556	0.637	0.68	-0.905488772	-0.932809151	0.820656049	"Male"	56	74	207.6	"LPA"
-0.044467778	5.61e-05	-0.012	-0.063	-0.039	-0.039	-0.035	-0.854061667	1.54e-05	-0.84	-0.875	-0.852	-0.852	-0.852	-0.609233333	2.7e-05	-0.598	-0.625	-0.605	-0.605	-0.602	-0.458310831	0.572869979	-0.451551321	0.225250556	5.72e-05	0.25	0.184	0.227	0.23	0.234	0.958438889	3.15e-05	0.98	0.938	0.961	0.961	0.965	-0.058819444	0.000503394	-0.008	-0.133	-0.047	-0.039	-0.031	0.159995537	0.144732685	0.145840876	-0.044041667	0.001157445	0.152	-0.289	-0.031	-0.023	-0.008	0.869356111	0.002987248	1.117	0.535	0.895	0.906	0.926	0.409582222	0.004191411	1.02	0.066	0.434	0.453	0.477	0.127912149	0.000194746	-0.664612238	0.134225556	0.000254768	0.215	0.098	0.145	0.145	0.148	0.665666111	0.000202446	0.719	0.594	0.672	0.68	0.684	0.665666111	0.000202446	0.719	0.594	0.665666111	0.68	0.684	-0.685861773	0.539326122	-0.801678126	"Male"	56	74	207.6	"LPA"
-0.053757778	2.56e-05	-0.027	-0.074	-0.051	-0.051	-0.047	-0.853627778	1.19e-05	-0.844	-0.871	-0.852	-0.852	-0.852	-0.610212778	2.11e-05	-0.598	-0.625	-0.609	-0.605	-0.605	-0.209661947	0.239951401	-0.392007436	0.222861667	4.94e-05	0.246	0.191	0.227	0.227	0.23	0.96032	2.81e-05	0.984	0.945	0.961	0.965	0.969	-0.036241111	0.000167547	-0.004	-0.066	-0.027	-0.027	-0.023	0.222729689	0.290106242	-0.055654738	-0.052552778	0.001213268	0.18	-0.313	-0.039	-0.035	-0.023	0.872982778	0.0039512	1.316	0.32	0.895	0.906	0.926	0.400235556	0.004606623	1.109	0.02	0.422	0.438	0.465	-0.119004836	-0.004891456	-0.617400642	0.101423333	5.75e-05	0.125	0.078	0.105	0.109	0.113	0.703421111	7.87e-05	0.734	0.68	0.707	0.711	0.715	0.703421111	7.87e-05	0.734	0.68	0.703421111	0.711	0.715	-0.671806305	0.658630639	-0.742652132	"Male"	56	74	207.6	"SED"
-0.059562778	1.92e-05	-0.043	-0.074	-0.059	-0.055	-0.055	-0.851446111	1.14e-05	-0.836	-0.867	-0.852	-0.848	-0.848	-0.614864444	2.54e-05	-0.602	-0.633	-0.613	-0.609	-0.609	-0.360426882	0.377305947	-0.423553076	0.220113889	7.27e-05	0.258	0.184	0.227	0.227	0.2273	0.96151	3.57e-05	1.008	0.93	0.965	0.965	0.969	-0.027052222	0.000216443	0.016	-0.086	-0.02	-0.016	-0.008	0.252728625	0.294639235	-0.090069484	-0.04956	0.003822334	0.465	-0.598	-0.035	-0.027	-0.008	0.868657778	0.006838537	1.375	0.223	0.898	0.91	0.934	0.403961667	0.008719103	0.984	0.016	0.422	0.445	0.484	-0.183016005	-0.092178791	-0.678972771	0.095291111	0.000150401	0.199	0.066	0.098	0.102	0.109	0.713143333	0.000167944	0.852	0.578	0.719	0.719	0.723	0.713143333	0.000167944	0.852	0.578	0.713143333	0.719	0.723	-0.104719895	-0.030084978	-0.55165362	"Male"	56	74	207.6	"LPA"
-0.060995	1.6e-05	-0.039	-0.098	-0.059	-0.059	-0.055	-0.851063333	9.28e-06	-0.836	-0.867	-0.848	-0.848	-0.848	-0.615895	1.61e-05	-0.602	-0.629	-0.613	-0.613	-0.609	-0.24722433	0.255183214	-0.300253714	0.218063333	7.92e-05	0.242	0.188	0.223	0.227	0.227	0.962135	2.92e-05	0.98	0.949	0.965	0.965	0.969	-0.017408889	0.000292121	0.02	-0.086	-0.008	-0.004	0.004	0.035986296	0.617865525	-0.179823758	-0.053506111	0.001251537	0.148	-0.293	-0.039	-0.031	-0.016	0.879757222	0.003326534	1.246	0.535	0.902	0.914	0.938	0.388041111	0.00406285	0.719	0.078	0.418	0.434	0.461	0.049785531	-0.0768168	-0.722974201	0.142041667	0.005359501	0.527	0.063	0.223	0.223	0.227	0.687817222	0.002837715	1.129	0.387	0.727	0.73	0.734	0.687817222	0.002837715	1.129	0.387	0.687817222	0.73	0.734	-0.806665063	0.916084682	-0.698184979	"Male"	56	74	207.6	"LPA"
-0.061105	1.38e-05	-0.047	-0.07	-0.059	-0.059	-0.055	-0.850845	8.79e-06	-0.836	-0.863	-0.848	-0.848	-0.848	-0.616273333	1.79e-05	-0.605	-0.629	-0.613	-0.613	-0.609	-0.252197111	0.277643442	-0.355079731	0.218905556	7.22e-05	0.242	0.188	0.223	0.227	0.227	0.962500556	3.41e-05	0.984	0.941	0.965	0.969	0.969	0.008769444	0.000233495	0.039	-0.047	0.02	0.023	0.027	0.083237871	0.435832448	-0.276384673	-0.051980556	0.001169591	0.16	-0.285	-0.043	-0.031	-0.016	0.870827778	0.003925253	1.172	0.363	0.895	0.906	0.926	0.403776667	0.004259738	0.785	0.016	0.43	0.445	0.473	0.018112279	-0.035192177	-0.714589467	0.223658889	2.05e-05	0.246	0.188	0.223	0.227	0.23	0.655841111	6.3e-05	0.707	0.59	0.66	0.664	0.664	0.655841111	6.3e-05	0.707	0.59	0.655841111	0.664	0.664	-0.124140805	0.203175998	-0.712776803	"Male"	56	74	207.6	"SED"
-0.063185	9.23e-06	-0.047	-0.074	-0.063	-0.059	-0.059	-0.851234444	7.07e-06	-0.84	-0.863	-0.852	-0.848	-0.848	-0.615454444	1.62e-05	-0.602	-0.625	-0.613	-0.613	-0.609	-0.138595493	0.241930703	-0.273735512	0.216992222	7.93e-05	0.246	0.184	0.223	0.223	0.227	0.962961667	3.81e-05	0.992	0.949	0.965	0.969	0.973	0.001953333	0.000284456	0.043	-0.043	0.012	0.016	0.023	0.10269617	0.506601643	-0.257359563	-0.040131111	0.001171699	0.16	-0.254	-0.027	-0.02	-0.004	0.877977222	0.003875031	1.25	0.406	0.898	0.91	0.93	0.393012778	0.004085724	0.883	0.047	0.418	0.434	0.461	-0.108427605	-0.013095724	-0.65174052	0.232721667	0.000116759	0.32	0.176	0.238	0.242	0.246	0.663745	0.000194371	0.82	0.469	0.668	0.668	0.672	0.663745	0.000194371	0.82	0.469	0.663745	0.668	0.672	0.29962694	-0.356161529	-0.767932738	"Male"	56	74	207.6	"LPA"
-0.065445	9.33e-06	-0.051	-0.078	-0.063	-0.063	-0.063	-0.849031667	1.34e-05	-0.832	-0.863	-0.848	-0.848	-0.844	-0.619488889	2.21e-05	-0.605	-0.633	-0.617	-0.617	-0.613	-0.204835483	0.329510445	-0.41604565	0.218930556	8.39e-05	0.246	0.191	0.223	0.227	0.23	0.962493889	4.12e-05	0.988	0.941	0.965	0.969	0.969	0.009435	0.000283662	0.059	-0.043	0.02	0.023	0.031	0.160103593	0.320376524	-0.210072705	-0.030067778	0.001601115	0.164	-0.203	-0.012	-0.004	0.012	0.877584444	0.005791692	2.574	0.516	0.898	0.91	0.93	0.394723889	0.004448983	0.699	0.012	0.426	0.445	0.465	0.095051407	-0.037293846	-0.495753498	0.235038889	5.78e-05	0.262	0.215	0.238	0.242	0.246	0.680851667	6.88e-05	0.727	0.598	0.684	0.688	0.691	0.680851667	6.88e-05	0.727	0.598	0.680851667	0.688	0.691	-0.074760423	0.070184089	-0.528773029	"Male"	56	74	207.6	"LPA"
-0.067331667	7.86e-06	-0.059	-0.082	-0.066	-0.066	-0.066	-0.846417222	1.52e-05	-0.832	-0.855	-0.844	-0.844	-0.84	-0.623866667	1.35e-05	-0.613	-0.633	-0.621	-0.621	-0.621	-0.127840867	0.256537931	-0.328995191	0.219821111	5.84e-05	0.254	0.191	0.223	0.227	0.227	0.962110556	3.76e-05	0.984	0.945	0.965	0.969	0.969	0.007653889	0.000208697	0.043	-0.027	0.016	0.02	0.027	0.197245679	0.322894188	-0.174288702	-0.027952222	0.001519595	0.117	-0.223	-0.008	0	0.016	0.882258333	0.002681966	1.164	0.613	0.902	0.914	0.934	0.385585556	0.00382862	0.664	0.063	0.418	0.43	0.449	0.216109662	0.051731251	-0.724631481	0.242147778	3.41e-05	0.289	0.207	0.246	0.246	0.25	0.688078333	7.85e-05	0.73	0.625	0.6922	0.695	0.699	0.688078333	7.85e-05	0.73	0.625	0.688078333	0.695	0.699	-0.250184084	0.289225992	-0.788261286	"Male"	56	74	207.6	"SED"
-0.067753333	9.87e-06	-0.055	-0.082	-0.066	-0.066	-0.066	-0.845431111	1.73e-05	-0.828	-0.855	-0.844	-0.844	-0.84	-0.62492	1.13e-05	-0.613	-0.633	-0.625	-0.621	-0.621	-0.122243664	0.241365593	-0.241432181	0.216827778	6.8e-05	0.234	0.188	0.223	0.223	0.227	0.962583333	4.26e-05	0.984	0.941	0.965	0.969	0.973	0.010330556	0.000241074	0.043	-0.027	0.02	0.027	0.031	0.194435086	0.376751784	-0.243291942	-0.012465	0.001593079	0.199	-0.207	0.004	0.016	0.031	0.889712778	0.004199782	1.426	0.422	0.914	0.926	0.949	0.371813333	0.00454149	0.859	0.02	0.398	0.418	0.445	0.060660855	0.02411666	-0.641312876	0.241446111	2.11e-05	0.266	0.207	0.242	0.246	0.246	0.697431667	3.52e-05	0.727	0.672	0.699	0.699	0.703	0.697431667	3.52e-05	0.727	0.672	0.697431667	0.699	0.703	0.144013004	0.083308412	-0.385961064	"Male"	56	74	207.6	"LPA"
